market,funding_total_usd,status,status_binary,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,SUM_funding_total_usd
 Public Relations ," 1,60,000 ",operating,operating,USA,NC,Raleigh,Raleigh,2,1/1/07,1,Q1,2007,11/7/09,9/22/11,150000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
 E-Commerce ," 1,35,000 ",operating,operating,USA,FL,Miami,Miami,1,1/1/11,1,Q1,2011,2/1/11,2/1/11,0,0,0,0,0,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
 Finance ," 1,60,000 ",operating,operating,USA,MA,Boston,Boston,2,1/1/14,1,Q1,2014,1/1/14,7/16/14,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
 Local Businesses ,"25,000",operating,operating,USA,TX,Austin,Austin,1,1/1/12,1,Q1,2012,6/26/13,6/26/13,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
 Local ," 35,00,000 ",operating,operating,USA,CA,Santa Barbara,Santa Barbara,3,1/3/12,1,Q1,2012,1/3/12,3/25/14,1000000,2500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,5000000
 Advertising ," 41,00,000 ",closed,not_operating,USA,WA,Seattle,Seattle,1,1/1/05,1,Q1,2005,7/31/08,7/31/08,0,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100000
 Social Search ," 3,50,00,000 ",operating,operating,USA,CO,Denver,Denver,2,1/1/02,1,Q1,2002,5/31/05,11/1/05,0,35000000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,50000000
 Transportation ," 60,00,000 ",operating,operating,USA,CA,SF Bay Area,San Mateo,2,1/1/11,1,Q1,2011,11/1/12,8/28/13,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,12000000
 Internet of Things ," 2,50,000 ",operating,operating,USA,AZ,Phoenix,Chandler,1,1/1/07,1,Q1,2007,6/6/12,6/6/12,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Advertising ," 15,00,000 ",acquired,not_operating,USA,IL,Chicago,Chicago,1,1/1/10,1,Q1,2010,3/30/11,3/30/11,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,3000000
 Advertising ," 22,88,352 ",operating,operating,USA,CT,Hartford,Stamford,2,4/10/11,4,Q2,2011,3/3/11,6/11/13,0,2288352,0,0,0,0,0,0,0,0,0,0,0,1808352,0,0,0,0,0,0,0,4096704
 Employment ," 8,75,000 ",operating,operating,USA,NY,New York City,New York,1,5/1/09,5,Q2,2009,3/22/10,3/22/10,875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000
 Social Media Marketing ," 10,00,000 ",operating,operating,USA,MO,MO - Other,Joplin,2,1/1/09,1,Q1,2009,7/1/09,11/1/10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Curated Web ," 10,25,000 ",operating,operating,USA,NY,New York City,New York,3,1/1/11,1,Q1,2011,1/9/12,3/11/13,925000,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025000
 Advertising ,"20,000",operating,operating,USA,CA,Anaheim,Aliso Viejo,1,3/14/14,3,Q1,2014,3/26/14,3/26/14,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000
 Restaurants ," 50,00,000 ",operating,operating,USA,TN,Nashville,Nashville,1,1/1/08,1,Q1,2008,1/1/08,1/1/08,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
 Curated Web ," 3,00,000 ",operating,operating,USA,MD,Baltimore,Baltimore,1,4/1/08,4,Q2,2008,8/1/09,8/1/09,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
 Search ,"40,000",operating,operating,USA,WA,Seattle,Seattle,1,10/16/11,10,Q4,2011,4/18/12,4/18/12,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
 Offline Businesses ," 67,25,000 ",operating,operating,USA,NY,New York City,New York,4,1/1/11,1,Q1,2011,6/6/11,11/21/13,2425000,4300000,0,0,0,0,0,0,0,0,0,0,0,4300000,0,0,0,0,0,0,0,11025000
 Small and Medium Businesses ,"25,200",operating,operating,USA,IL,Chicago,Chicago,2,3/1/13,3,Q1,2013,9/24/13,6/9/14,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200
 E-Commerce ," 12,90,000 ",operating,operating,USA,NY,New York City,New York,2,10/1/12,10,Q4,2012,11/1/13,3/28/14,210000,0,0,0,0,1080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290000
 Software ," 5,60,000 ",operating,operating,USA,LA,Baton Rouge,Baton Rouge,1,8/1/12,8,Q3,2012,8/1/12,8/1/12,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000
 Real Time ," 6,50,206 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,12/12/10,12,Q4,2010,1/10/11,7/13/11,650206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650206
 Curated Web ," 1,72,500 ",acquired,not_operating,USA,MA,Boston,Boston,3,1/1/09,1,Q1,2009,5/1/09,2/4/11,22500,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172500
 E-Commerce ," 1,75,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,1/1/10,1,Q1,2010,8/20/10,3/1/13,0,150000,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
 Technology ," 3,00,000 ",operating,operating,USA,CA,San Diego,San Diego,2,1/11/12,1,Q1,2012,7/21/12,7/21/13,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
 Mobile ," 1,00,000 ",operating,operating,USA,UT,Salt Lake City,Orem,1,8/29/11,8,Q3,2011,4/2/12,4/2/12,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
 Software ," 1,42,000 ",operating,operating,USA,KY,KY - Other,Bowling Green,1,1/1/11,1,Q1,2011,3/7/12,3/7/12,142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000
 News ," 1,02,55,000 ",acquired,not_operating,USA,NY,New York City,New York,5,3/1/10,3,Q1,2010,5/25/10,2/27/14,0,8650000,0,0,0,1605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255000
 Finance ," 2,47,50,000 ",operating,operating,USA,MA,Boston,Boston,5,1/1/08,1,Q1,2008,9/10/09,2/4/14,0,24750000,0,0,0,0,0,0,0,0,0,0,0,2500000,5500000,16000000,0,0,0,0,0,48750000
 Advertising ," 86,50,000 ",operating,operating,USA,MA,Boston,Cambridge,3,1/1/07,1,Q1,2007,9/18/07,3/25/11,0,7000000,0,0,0,1650000,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0,14750000
 Mobile ,"75,000",operating,operating,USA,TX,Austin,Austin,1,1/1/11,1,Q1,2011,3/1/11,3/1/11,0,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
 Software ," 11,78,000 ",acquired,not_operating,USA,MA,Boston,Boston,5,7/1/08,7,Q3,2008,8/1/10,7/7/12,0,0,0,0,0,0,300000,878000,0,0,0,0,0,0,0,0,0,0,0,0,0,1178000
 Crowdsourcing ," 25,00,000 ",acquired,not_operating,CAN,ON,Toronto,Toronto,1,9/1/09,9,Q3,2009,7/28/11,7/28/11,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
 Advertising ," 51,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,12/10/10,12,Q4,2010,3/1/11,10/31/12,0,5100000,0,0,0,0,0,0,0,0,0,0,0,5100000,0,0,0,0,0,0,0,10200000
 Clean Technology ," 7,65,000 ",operating,operating,USA,MA,Boston,Boston,1,10/1/12,10,Q4,2012,3/13/14,3/13/14,765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765000
 Mobile ," 8,98,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,2/21/13,2,Q1,2013,3/3/13,3/20/14,898000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898000
 Security ," 86,00,000 ",acquired,not_operating,USA,WA,Seattle,Seattle,2,1/1/01,1,Q1,2001,2/25/05,3/2/06,0,8600000,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,14100000
 Social Media ," 80,93,000 ",operating,operating,USA,MO,St. Louis,St Louis,5,7/1/08,7,Q3,2008,9/23/11,3/1/13,0,6000000,0,0,0,0,2093000,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,14093000
 Android ," 36,52,746 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,3/1/13,3,Q1,2013,1/1/13,9/1/13,500000,3152746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652746
 Design ," 2,74,00,000 ",operating,operating,USA,MD,"Washington, D.C.",Bethesda,2,3/1/95,3,Q1,1995,7/6/09,11/22/10,0,27400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400000
 Hardware + Software ," 22,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,5/1/09,5,Q2,2009,8/2/09,10/1/12,0,0,0,0,0,0,0,0,0,0,0,0,2200000,0,0,0,0,0,0,0,0,2200000
 Governance ," 80,00,000 ",operating,operating,USA,KS,Kansas City,Overland Park,3,1/1/10,1,Q1,2010,4/1/10,7/16/12,0,8000000,0,0,0,0,0,0,0,0,0,0,0,2000000,6000000,0,0,0,0,0,0,16000000
 Teachers ," 2,50,000 ",operating,operating,USA,NE,Omaha,Lincoln,1,1/1/13,1,Q1,2013,12/19/13,12/19/13,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Digital Rights Management ," 1,50,00,000 ",acquired,not_operating,USA,WA,Seattle,Bellevue,1,1/1/99,1,Q1,1999,1/1/00,1/1/00,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,30000000
 Mobile ," 90,00,000 ",operating,operating,USA,CA,SF Bay Area,San Carlos,2,1/1/10,1,Q1,2010,5/1/12,12/1/13,3500000,5500000,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,0,14500000
 Games ," 5,65,002 ",operating,operating,USA,CA,SF Bay Area,Berkeley,1,7/1/12,7,Q3,2012,9/17/13,9/17/13,0,565002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565002
 Transportation ," 20,00,000 ",operating,operating,USA,MI,Detroit,Detroit,1,5/1/13,5,Q2,2013,10/2/14,10/2/14,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
 Software ," 10,00,000 ",operating,operating,USA,WA,Seattle,Woodinville,1,1/1/06,1,Q1,2006,1/17/13,1/17/13,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Databases ," 46,00,000 ",acquired,not_operating,USA,MA,Boston,Cambridge,2,1/1/11,1,Q1,2011,9/7/11,4/23/12,600000,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,8600000
 Biotechnology ," 16,83,875 ",operating,operating,USA,PA,Philadelphia,Blue Bell,1,1/1/98,1,Q1,1998,7/8/10,7/8/10,0,0,0,0,0,1683875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683875
 Location Based Services ," 5,75,850 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/14,1,Q1,2014,8/18/14,8/18/14,0,0,0,0,0,575850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575850
 Software ," 51,32,114 ",operating,operating,USA,NE,Omaha,Omaha,6,1/1/08,1,Q1,2008,5/17/10,11/26/13,0,4982114,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132114
 Fashion ," 3,50,00,000 ",operating,operating,USA,NY,New York City,Bronx,1,1/1/21,1,Q1,1921,12/21/09,12/21/09,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000
 Promotional ," 6,62,440 ",operating,operating,USA,RI,Providence,Providence,2,1/1/10,1,Q1,2010,10/26/10,3/31/11,500000,162440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662440
 Marketplaces ," 22,50,000 ",operating,operating,USA,NY,New York City,New York,3,11/1/12,11,Q4,2012,10/1/13,1/1/14,2000000,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
 Business Analytics ," 1,11,00,000 ",operating,operating,USA,MA,Boston,Boston,3,8/1/10,8,Q3,2010,2/1/10,9/30/13,1100000,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,21100000
 Software ," 82,50,000 ",operating,operating,USA,GA,Atlanta,Atlanta,1,1/1/07,1,Q1,2007,6/18/14,6/18/14,0,8250000,0,0,0,0,0,0,0,0,0,0,0,8250000,0,0,0,0,0,0,0,16500000
 Enterprise Software ," 4,33,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,6,8/1/09,8,Q3,2009,2/19/10,10/14/14,0,37600000,0,5700000,0,0,0,0,0,0,0,0,0,10400000,12200000,15000000,0,0,0,0,0,80900000
 Software ," 10,50,000 ",operating,operating,USA,MI,Detroit,Farmington Hills,1,1/1/09,1,Q1,2009,5/3/13,5/3/13,0,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
 Business Intelligence ," 4,79,99,999 ",operating,operating,USA,VA,"Washington, D.C.",Mclean,5,1/1/00,1,Q1,2000,12/10/07,10/15/13,0,10499999,0,0,0,0,0,0,37500000,0,0,0,0,0,0,0,0,0,0,0,0,47999999
 Web Hosting ," 10,50,000 ",operating,operating,USA,LA,Shreveport,Shreveport,2,1/1/11,1,Q1,2011,7/1/11,5/10/12,0,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
 Software ," 1,40,00,000 ",operating,operating,USA,CA,Anaheim,Irvine,1,1/1/00,1,Q1,2000,10/11/05,10/11/05,0,14000000,0,0,0,0,0,0,0,0,0,0,0,14000000,0,0,0,0,0,0,0,28000000
 Education ," 50,00,000 ",operating,operating,USA,GA,Atlanta,Lawrenceville,1,1/1/94,1,Q1,1994,5/13/13,5/13/13,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,5000000
 Biotechnology ," 4,94,37,580 ",operating,operating,USA,MA,Boston,Waltham,2,1/1/05,1,Q1,2005,8/4/09,5/27/10,0,49437580,0,0,0,0,0,0,0,0,0,0,0,0,0,16900000,0,0,0,0,0,66337580
 Software ," 5,35,952 ",operating,operating,USA,RI,Providence,Warwick,1,1/1/80,1,Q1,1980,5/10/11,5/10/11,0,535952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535952
 Curated Web ," 16,00,000 ",operating,operating,USA,CT,Hartford,Shelton,1,1/1/98,1,Q1,1998,8/7/13,8/7/13,0,1600000,0,0,0,0,0,0,0,0,0,0,0,1600000,0,0,0,0,0,0,0,3200000
 Software ," 79,99,999 ",operating,operating,USA,CA,Santa Barbara,Santa Barbara,2,1/1/08,1,Q1,2008,7/21/09,4/15/14,0,7999999,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,8499999
 Industrial Automation ," 30,00,000 ",operating,operating,USA,DC,"Washington, D.C.",Washington,1,1/1/04,1,Q1,2004,8/25/14,8/25/14,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
 Health and Wellness ," 1,50,000 ",operating,operating,USA,MN,Minneapolis,Minneapolis,1,1/1/13,1,Q1,2013,3/6/14,3/6/14,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
 Public Transportation ," 70,38,704 ",operating,operating,USA,MD,"Washington, D.C.",Bowie,3,1/1/97,1,Q1,1997,5/24/06,1/5/11,0,7038704,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,11038704
 Cloud Management ," 76,00,000 ",operating,operating,USA,NY,New York City,New York,1,2/1/93,2,Q1,1993,4/5/11,4/5/11,0,7600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600000
 Social Media Marketing ," 13,00,000 ",operating,operating,CAN,AB,Edmonton,Edmonton,1,1/1/12,1,Q1,2012,2/12/14,2/12/14,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000
 Security ," 88,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Jose,2,1/1/02,1,Q1,2002,2/1/08,5/26/09,0,8800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000,0,0,0,0,17600000
 Software ," 60,50,000 ",operating,operating,USA,TN,Nashville,Nashville,4,7/1/11,7,Q3,2011,12/1/11,7/24/14,0,5100000,0,0,0,0,0,0,950000,0,0,0,0,3100000,2000000,0,0,0,0,0,0,11150000
 Graphics ," 93,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/00,1,Q1,2000,6/20/05,6/20/05,0,9300000,0,0,0,0,0,0,0,0,0,0,0,0,9300000,0,0,0,0,0,0,18600000
 Education ," 1,20,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,1,8/5/11,8,Q3,2011,1/29/13,1/29/13,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
 Social Media ," 4,00,000 ",operating,operating,USA,CO,Denver,Boulder,2,5/17/10,5,Q2,2010,11/24/10,4/25/11,100000,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
 Ediscovery ," 21,00,000 ",closed,not_operating,USA,CA,SF Bay Area,San Francisco,1,5/1/10,5,Q2,2010,9/1/12,9/1/12,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000
 Curated Web ," 3,50,000 ",operating,operating,USA,VA,"Washington, D.C.",Leesburg,1,3/1/07,3,Q1,2007,11/1/07,11/1/07,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000
 Games ," 40,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,1,1/1/08,1,Q1,2008,9/5/08,9/5/08,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,8000000
 Mobile ,"50,000",operating,operating,USA,CA,SF Bay Area,Brentwood,1,1/1/10,1,Q1,2010,9/1/10,9/1/10,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 E-Commerce ," 2,29,52,986 ",operating,operating,USA,NC,Greensboro,Lexington,2,1/1/09,1,Q1,2009,12/15/11,6/13/13,1700000,21252986,0,0,0,0,0,0,0,0,0,0,0,21252986,0,0,0,0,0,0,0,44205972
 Business Development ," 79,50,000 ",acquired,not_operating,USA,TX,Austin,Austin,1,1/1/99,1,Q1,1999,5/3/07,5/3/07,0,7950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950000,0,0,0,0,15900000
 Photography ," 10,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/90,1,Q1,1990,8/7/13,8/7/13,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Biotechnology ," 4,71,18,258 ",operating,operating,USA,CA,Los Angeles,Laguna Hills,5,1/1/10,1,Q1,2010,7/22/09,9/4/14,0,46118158,0,0,0,1000100,0,0,0,0,0,0,0,10150000,20000000,2396585,0,0,0,0,0,79664843
 Advertising ," 60,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,1,11/8/08,11,Q4,2008,9/15/11,9/15/11,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,12000000
 Biotechnology ," 5,20,000 ",operating,operating,USA,PA,Philadelphia,Philadelphia,2,1/1/10,1,Q1,2010,4/12/11,4/26/12,0,0,0,0,0,170000,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,520000
 Home Automation ," 4,10,000 ",operating,operating,USA,NY,New York City,New York,2,7/1/13,7,Q3,2013,12/6/13,6/1/14,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410000
 Education ,"40,000",operating,operating,USA,NV,Reno - Sparks,Reno,1,1/1/09,1,Q1,2009,2/9/12,2/9/12,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
 Curated Web ," 5,00,000 ",operating,operating,USA,IL,Chicago,Chicago,1,1/1/12,1,Q1,2012,11/29/12,11/29/12,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Analytics ," 1,80,00,000 ",operating,operating,USA,CA,SF Bay Area,Santa Cruz,2,1/1/11,1,Q1,2011,3/6/13,8/13/13,2000000,16000000,0,0,0,0,0,0,0,0,0,0,0,16000000,0,0,0,0,0,0,0,34000000
 Advertising ," 31,50,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,8/1/07,8,Q3,2007,2/7/08,9/4/08,900000,2250000,0,0,0,0,0,0,0,0,0,0,0,2250000,0,0,0,0,0,0,0,5400000
 Security ," 1,26,52,679 ",operating,operating,USA,MD,Baltimore,Baltimore,3,1/1/06,1,Q1,2006,8/3/11,4/12/13,0,12451650,0,0,0,201029,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,17652679
 Security ," 13,10,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,7,1/1/07,1,Q1,2007,3/11/09,8/13/14,0,131000000,0,0,0,0,0,0,0,0,0,0,0,5500000,11000000,19500000,0,55000000,0,0,0,222000000
 Colleges ," 78,08,503 ",operating,operating,USA,CA,SF Bay Area,San Francisco,6,6/1/09,6,Q2,2009,10/20/10,6/11/13,0,7253503,0,0,0,155000,400000,0,0,0,0,0,0,5553503,0,0,0,0,0,0,0,13362006
 Fashion ," 5,00,000 ",operating,operating,USA,NY,New York City,New York,1,5/1/12,5,Q2,2012,11/1/12,11/1/12,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 E-Commerce ," 5,00,000 ",closed,not_operating,USA,WA,Seattle,Seattle,1,1/1/08,1,Q1,2008,4/23/09,4/23/09,0,500000,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,1000000
 Technology ,"50,000",operating,operating,USA,NJ,Atlantic City,Point Pleasant Beach,1,1/1/13,1,Q1,2013,7/15/13,7/15/13,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Curated Web ," 75,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,1/1/04,1,Q1,2004,6/1/05,9/30/09,1000000,5000000,0,0,0,1500000,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,12500000
 Mobile ," 4,50,000 ",operating,operating,USA,WA,Seattle,Seattle,1,9/30/12,9,Q3,2012,7/17/13,7/17/13,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
 E-Commerce ," 1,32,00,000 ",operating,operating,USA,CA,SF Bay Area,Mountain View,3,1/1/12,1,Q1,2012,11/8/12,12/10/13,1000000,12200000,0,0,0,0,0,0,0,0,0,0,0,12200000,0,0,0,0,0,0,0,25400000
 Public Transportation ," 2,50,00,000 ",operating,operating,USA,MO,St. Louis,St Louis,1,1/1/97,1,Q1,1997,3/21/14,3/21/14,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000
 Advertising Platforms ," 5,39,000 ",operating,operating,USA,VA,"Washington, D.C.",Arlington,2,3/29/12,3,Q1,2012,3/29/12,2/11/14,500000,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539000
 Analytics ," 6,00,000 ",operating,operating,USA,TX,Dallas,Dallas,1,1/1/09,1,Q1,2009,6/11/13,6/11/13,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
 CRM ," 10,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,8/27/13,8,Q3,2013,10/13/14,10/13/14,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Advertising ," 14,00,000 ",acquired,not_operating,USA,GA,Atlanta,Atlanta,1,1/1/07,1,Q1,2007,2/12/09,2/12/09,0,1400000,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,2800000
 Internet ," 5,00,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,1,1/1/95,1,Q1,1995,4/1/09,4/1/09,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000
 Textiles ,"17,000",operating,operating,USA,WA,Seattle,Seattle,1,1/1/12,1,Q1,2012,9/1/14,9/1/14,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
 Mobile ," 1,30,00,000 ",operating,operating,USA,MA,Boston,Woburn,3,1/1/13,1,Q1,2013,11/3/13,7/24/14,0,10000000,0,0,0,3000000,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,23000000
 Music ," 2,50,000 ",operating,operating,USA,CA,Los Angeles,Los Angeles,1,1/1/12,1,Q1,2012,8/26/13,8/26/13,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Networking ," 3,91,05,997 ",acquired,not_operating,USA,CA,SF Bay Area,Mountain View,5,1/1/05,1,Q1,2005,6/1/05,5/3/10,6000,39099997,0,0,0,0,0,0,0,0,0,0,0,5000000,12000000,15000000,0,0,0,0,0,71105997
 Curated Web ," 90,30,000 ",closed,not_operating,USA,NY,New York City,Brooklyn,2,1/1/10,1,Q1,2010,1/1/10,6/5/12,1230000,7800000,0,0,0,0,0,0,0,0,0,0,0,7800000,0,0,0,0,0,0,0,16830000
 Mobile ," 5,00,000 ",closed,not_operating,USA,CA,SF Bay Area,Redwood City,1,4/25/04,4,Q2,2004,1/1/07,1/1/07,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Games ," 1,00,000 ",operating,operating,USA,CA,SF Bay Area,Saratoga,1,1/1/10,1,Q1,2010,8/25/10,8/25/10,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
 Enterprise Software ,"97,500",closed,not_operating,USA,GA,Atlanta,Atlanta,1,5/20/09,5,Q2,2009,10/17/09,10/17/09,0,0,0,0,0,0,97500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97500
